Player,Nation,Position,Squad,Competition,Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Falaye Sacko,ml MLI,DF,Montpellier,Fr Ligue 1,28,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,38,63,42,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03,0.00,0.03
Dominic Sadi,eng ENG,FW,Bournemouth,Eng Premier League,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Umar Sadiq,ng NGA,FW,Real Sociedad,Es La Liga,26,26,12,1077,12.0,3,1,4,3,0,0,4,0,3.6,3.6,1.1,4.7,18,13,74,0.25,0.08,0.33,0.25,0.33,0.30,0.09,0.39,0.30,0.39
Alexis Saelemaekers,be BEL,"FW,MF",Bologna,It Serie A,24,30,21,1887,21.0,4,2,6,4,0,0,7,1,2.6,2.6,2.8,5.5,65,77,180,0.19,0.10,0.29,0.19,0.29,0.13,0.14,0.26,0.13,0.26
Modibo Sagnan,ml MLI,DF,Montpellier,Fr Ligue 1,24,13,12,1054,11.7,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7,25,5,0.17,0.00,0.17,0.17,0.17,0.10,0.03,0.13,0.10,0.13
Wesley Saïd,fr FRA,"FW,MF",Lens,Fr Ligue 1,28,27,11,1020,11.3,7,1,8,7,0,0,1,0,5.7,5.7,0.9,6.6,18,26,95,0.62,0.09,0.71,0.62,0.71,0.50,0.08,0.58,0.50,0.58
Théo Sainte-Luce,fr FRA,DF,Montpellier,Fr Ligue 1,24,6,3,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Bukayo Saka,eng ENG,FW,Arsenal,Eng Premier League,21,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.80,0.33,0.65
Mamadou Sakho,fr FRA,DF,Montpellier,Fr Ligue 1,33,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahim Salah,ma MAR,"FW,MF",Rennes,Fr Ligue 1,21,23,4,524,5.8,4,1,5,4,0,0,3,0,3.1,3.1,0.5,3.6,15,18,61,0.69,0.17,0.86,0.69,0.86,0.54,0.08,0.62,0.54,0.62
Mohamed Salah,eg EGY,FW,Liverpool,Eng Premier League,31,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97
Amine Salama,fr FRA,FW,Reims,Fr Ligue 1,23,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10,7,33,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27
Kike Salas,es ESP,DF,Sevilla,Es La Liga,21,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.8,0.8,0.5,1.4,11,61,16,0.17,0.00,0.17,0.17,0.17,0.05,0.03,0.08,0.05,0.08
William Saliba,fr FRA,DF,Arsenal,Eng Premier League,22,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05
Mohammed Salisu,gh GHA,DF,Monaco,Fr Ligue 1,24,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,7,72,6,0.00,0.09,0.09,0.00,0.09,0.02,0.02,0.04,0.02,0.04
Roland Sallai,hu HUN,"MF,FW",Freiburg,De Bundesliga,26,27,22,1840,20.4,3,2,5,3,0,1,6,0,7.9,7.1,3.5,10.6,47,41,139,0.15,0.10,0.24,0.15,0.24,0.39,0.17,0.56,0.35,0.52
Yoann Salmier,gf GUF,DF,Le Havre,Fr Ligue 1,30,20,18,1568,17.4,1,1,2,1,0,0,3,0,1.1,1.1,0.7,1.8,8,48,8,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.10,0.06,0.10
Salvi,es ESP,MF,Rayo Vallecano,Es La Liga,32,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lazar Samardzic,rs SRB,MF,Udinese,It Serie A,21,34,28,2372,26.4,6,2,8,5,1,1,3,0,3.5,2.8,5.5,8.3,65,83,91,0.23,0.08,0.30,0.19,0.27,0.13,0.21,0.34,0.11,0.31
Diadie Samassékou,ml MLI,MF,Cádiz,Es La Liga,27,4,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Diadie Samassékou,ml MLI,MF,Hoffenheim,De Bundesliga,27,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mama Samba Baldé,gw GNB,"FW,MF",Lyon,Fr Ligue 1,27,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23,11,73,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94
Brice Samba,fr FRA,GK,Lens,Fr Ligue 1,29,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Albert Sambi Lokonga,be BEL,MF,Luton Town,Eng Premier League,23,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29,72,13,0.07,0.21,0.28,0.07,0.28,0.04,0.10,0.14,0.04,0.14
Junior Sambia,fr FRA,"DF,MF",Salernitana,It Serie A,26,18,10,1032,11.5,1,2,3,1,0,0,4,0,0.5,0.5,0.9,1.4,23,41,37,0.09,0.17,0.26,0.09,0.26,0.05,0.07,0.12,0.05,0.12
Fede San Emeterio,es ESP,MF,Cádiz,Es La Liga,26,4,3,152,1.7,1,0,1,1,0,0,1,1,0.1,0.1,0.1,0.1,0,4,0,0.59,0.00,0.59,0.59,0.59,0.03,0.05,0.09,0.03,0.09
Antonio Sanabria,py PAR,"FW,MF",Torino,It Serie A,27,35,23,2133,23.7,5,0,5,3,2,2,2,0,9.3,7.7,1.4,9.1,19,57,109,0.21,0.00,0.21,0.13,0.13,0.39,0.06,0.45,0.32,0.38
Oihan Sancet,es ESP,MF,Athletic Club,Es La Liga,23,30,25,1975,21.9,4,5,9,4,0,1,5,2,6.3,5.5,4.7,10.2,76,121,157,0.18,0.23,0.41,0.18,0.41,0.29,0.21,0.50,0.25,0.47
Renato Sanches,pt POR,MF,Roma,It Serie A,25,7,1,146,1.6,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,5,10,5,0.62,0.00,0.62,0.62,0.62,0.05,0.14,0.19,0.05,0.19
Ricard Sánchez,es ESP,DF,Granada,Es La Liga,23,33,25,2295,25.5,3,0,3,3,0,0,8,0,1.0,1.0,1.9,2.9,49,84,103,0.12,0.00,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11
Alexis Sánchez,cl CHI,"FW,MF",Inter,It Serie A,34,23,6,763,8.5,2,5,7,1,1,1,0,0,3.2,2.5,3.1,5.6,16,53,58,0.24,0.59,0.83,0.12,0.71,0.38,0.37,0.75,0.29,0.66
Antonio Sánchez,es ESP,MF,Mallorca,Es La Liga,26,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35,57,61,0.19,0.06,0.25,0.19,0.25,0.16,0.05,0.21,0.16,0.21
Davinson Sánchez,co COL,DF,Tottenham,Eng Premier League,27,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Juanlu Sánchez,es ESP,DF,Sevilla,Es La Liga,19,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.9,0.9,1.1,2.0,42,50,112,0.00,0.15,0.15,0.00,0.15,0.07,0.09,0.15,0.07,0.15
Manu Sánchez,es ESP,"DF,MF",Celta Vigo,Es La Liga,22,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,41,74,67,0.00,0.25,0.25,0.00,0.25,0.02,0.14,0.16,0.02,0.16
Robert Sánchez,es ESP,GK,Chelsea,Eng Premier League,25,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,Eng Premier League,23,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,10,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Jadon Sancho,eng ENG,"FW,MF",Dortmund,De Bundesliga,23,14,11,947,10.5,2,2,4,2,0,0,1,0,0.7,0.7,3.0,3.7,61,62,114,0.19,0.19,0.38,0.19,0.38,0.07,0.28,0.35,0.07,0.35
Alex Sandro,br BRA,DF,Juventus,It Serie A,32,16,8,721,8.0,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.3,16,43,9,0.12,0.00,0.12,0.12,0.12,0.05,0.11,0.16,0.05,0.16
Ibou Sané,sn SEN,"MF,FW",Metz,Fr Ligue 1,18,9,0,128,1.4,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,6,7,8,0.70,0.00,0.70,0.70,0.70,0.49,0.03,0.51,0.49,0.51
Leroy Sané,de GER,FW,Bayern Munich,De Bundesliga,27,27,25,2137,23.7,8,11,19,8,0,0,4,0,10.9,10.9,10.8,21.8,121,113,274,0.34,0.46,0.80,0.34,0.80,0.46,0.46,0.92,0.46,0.92
Sadibou Sané,sn SEN,DF,Metz,Fr Ligue 1,19,14,9,846,9.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,8,19,8,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Arouna Sangante,sn SEN,DF,Le Havre,Fr Ligue 1,21,30,30,2687,29.9,0,0,0,0,0,0,8,0,0.9,0.9,1.2,2.1,20,107,27,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,Eng Premier League,25,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1.0,5,44,7,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Morgan Sanson,fr FRA,MF,Nice,Fr Ligue 1,28,29,24,1964,21.8,2,3,5,2,0,0,4,0,3.3,3.3,4.0,7.3,57,75,98,0.09,0.14,0.23,0.09,0.23,0.15,0.18,0.33,0.15,0.33
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Nicola Sansone,it ITA,"FW,MF",Lecce,It Serie A,31,25,4,767,8.5,2,2,4,2,0,0,4,0,2.8,2.8,1.3,4.1,15,36,75,0.23,0.23,0.47,0.23,0.47,0.33,0.15,0.48,0.33,0.48
Baptiste Santamaria,fr FRA,MF,Rennes,Fr Ligue 1,28,30,22,1926,21.4,0,1,1,0,0,0,3,0,1.9,1.9,0.6,2.5,13,134,36,0.00,0.05,0.05,0.00,0.05,0.09,0.03,0.12,0.09,0.12
Jesús Santiago,es ESP,MF,Getafe,Es La Liga,19,14,8,656,7.3,1,0,1,1,0,0,4,0,0.6,0.6,0.4,1.0,5,15,12,0.14,0.00,0.14,0.14,0.14,0.08,0.05,0.14,0.08,0.14
Andrey Santos,br BRA,MF,Nott'ham Forest,Eng Premier League,19,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.64,0.64,0.64
Andrey Santos,br BRA,MF,Strasbourg,Fr Ligue 1,19,11,9,831,9.2,1,0,1,1,0,0,4,0,1.0,1.0,1.0,2.0,5,48,15,0.11,0.00,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21
Tiago Santos,pt POR,DF,Lille,Fr Ligue 1,21,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,89,105,137,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14
Paco Sanz,es ESP,DF,Almería,Es La Liga,18,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Riccardo Saponara,it ITA,"FW,MF",Hellas Verona,It Serie A,31,12,3,342,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,14,32,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Pablo Sarabia,es ESP,"MF,FW",Wolves,Eng Premier League,31,30,20,1745,19.4,4,7,11,2,2,2,5,0,5.5,3.9,5.9,9.8,41,109,137,0.21,0.36,0.57,0.10,0.46,0.28,0.30,0.59,0.20,0.50
Amin Sarr,se SWE,"FW,MF",Lyon,Fr Ligue 1,22,3,1,98,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,1,8,0.00,0.00,0.00,0.00,0.00,0.31,0.14,0.45,0.31,0.45
Amin Sarr,se SWE,"FW,MF",Wolfsburg,De Bundesliga,22,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
Bouna Sarr,sn SEN,DF,Bayern Munich,De Bundesliga,31,2,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
Ismaila Sarr,sn SEN,"FW,MF",Marseille,Fr Ligue 1,25,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,49,36,152,0.19,0.25,0.44,0.19,0.44,0.20,0.15,0.35,0.20,0.35
Mamadou Sarr,fr FRA,DF,Lyon,Fr Ligue 1,17,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martin Satriano,uy URU,FW,Brest,Fr Ligue 1,22,33,21,1864,20.7,4,4,8,4,0,0,4,0,6.1,6.1,2.9,9.0,28,37,121,0.19,0.19,0.39,0.19,0.39,0.29,0.14,0.43,0.29,0.43
Téji Savanier,fr FRA,MF,Montpellier,Fr Ligue 1,31,32,32,2765,30.7,9,6,15,2,7,7,8,1,9.1,3.6,6.9,10.5,39,224,108,0.29,0.20,0.49,0.07,0.26,0.29,0.22,0.52,0.12,0.34
Stefan Savić,me MNE,DF,Atlético Madrid,Es La Liga,32,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.3,0.3,0.1,0.5,14,66,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Sávio,br BRA,"FW,MF",Girona,Es La Liga,19,37,35,2976,33.1,9,10,19,9,0,0,5,0,6.1,6.1,7.9,14.0,181,93,372,0.27,0.30,0.57,0.27,0.57,0.18,0.24,0.42,0.18,0.42
Zanos Savva,cy CYP,"DF,MF",Torino,It Serie A,17,2,0,28,0.3,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,3.21,0.00,3.21,3.21,3.21,0.51,0.00,0.51,0.51,0.51
Saba Sazonov,ge GEO,DF,Torino,It Serie A,21,12,2,356,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Joe Scally,us USA,DF,Gladbach,De Bundesliga,20,31,25,2236,24.8,1,4,5,1,0,0,4,0,0.6,0.6,1.4,1.9,39,75,75,0.04,0.16,0.20,0.04,0.20,0.02,0.06,0.08,0.02,0.08
Giorgio Scalvini,it ITA,DF,Atalanta,It Serie A,19,33,31,2544,28.3,1,3,4,1,0,0,3,0,1.4,1.4,1.1,2.5,30,116,33,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09
Gianluca Scamacca,it ITA,FW,Atalanta,It Serie A,24,29,17,1453,16.1,12,6,18,12,0,0,1,0,6.5,6.5,3.9,10.5,22,41,167,0.74,0.37,1.11,0.74,1.11,0.40,0.24,0.65,0.40,0.65
Dane Scarlett,eng ENG,FW,Tottenham,Eng Premier League,19,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kevin Schade,de GER,"FW,MF",Brentford,Eng Premier League,21,11,3,333,3.7,2,1,3,2,0,0,0,0,1.2,1.2,0.7,1.9,8,9,23,0.54,0.27,0.81,0.54,0.81,0.32,0.19,0.52,0.32,0.52
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
András Schäfer,hu HUN,MF,Union Berlin,De Bundesliga,24,20,14,1214,13.5,1,2,3,1,0,0,1,1,1.8,1.8,1.5,3.2,37,59,71,0.07,0.15,0.22,0.07,0.22,0.13,0.11,0.24,0.13,0.24
Fabian Schär,ch SUI,DF,Newcastle Utd,Eng Premier League,31,36,35,3054,33.9,4,1,5,4,0,0,5,0,2.5,2.5,0.7,3.3,28,133,20,0.12,0.03,0.15,0.12,0.15,0.07,0.02,0.10,0.07,0.10
Patrik Schick,cz CZE,FW,Leverkusen,De Bundesliga,27,20,12,1063,11.8,7,0,7,6,1,1,1,0,6.0,5.3,1.0,6.2,7,17,88,0.59,0.00,0.59,0.51,0.51,0.51,0.08,0.59,0.44,0.53
Stefan Schimmer,de GER,"MF,FW",Heidenheim,De Bundesliga,29,16,0,153,1.7,0,1,1,0,0,0,0,0,0.6,0.6,0.9,1.5,1,2,12,0.00,0.59,0.59,0.00,0.59,0.34,0.51,0.85,0.34,0.85
Xaver Schlager,at AUT,MF,RB Leipzig,De Bundesliga,25,29,29,2477,27.5,0,5,5,0,0,0,7,0,1.1,1.1,2.6,3.6,73,230,45,0.00,0.18,0.18,0.00,0.18,0.04,0.09,0.13,0.04,0.13
Keven Schlotterbeck,de GER,DF,Bochum,De Bundesliga,26,27,24,2185,24.3,5,1,6,5,0,0,9,0,2.0,2.0,0.6,2.7,9,93,15,0.21,0.04,0.25,0.21,0.25,0.08,0.03,0.11,0.08,0.11
Nico Schlotterbeck,de GER,DF,Dortmund,De Bundesliga,23,33,32,2859,31.8,2,1,3,2,0,0,4,0,3.0,3.0,1.9,4.9,55,186,11,0.06,0.03,0.09,0.06,0.09,0.10,0.06,0.15,0.10,0.15
Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,Eng Premier League,30,29,17,1352,15.0,2,2,4,2,0,0,1,0,1.8,1.8,2.3,4.1,20,33,52,0.13,0.13,0.27,0.13,0.27,0.12,0.15,0.27,0.12,0.27
Romano Schmid,at AUT,"MF,FW",Werder Bremen,De Bundesliga,23,33,30,2601,28.9,4,6,10,4,0,0,5,0,5.2,5.2,6.3,11.5,75,144,165,0.14,0.21,0.35,0.14,0.35,0.18,0.22,0.40,0.18,0.40
Kenneth Schmidt,de GER,DF,Freiburg,De Bundesliga,21,5,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12
Niklas Schmidt,de GER,MF,Toulouse,Fr Ligue 1,25,22,15,1269,14.1,1,1,2,1,0,0,4,0,1.2,1.2,2.4,3.6,20,106,43,0.07,0.07,0.14,0.07,0.14,0.09,0.17,0.26,0.09,0.26
Benno Schmitz,de GER,DF,Köln,De Bundesliga,28,22,13,1155,12.8,0,1,1,0,0,0,5,0,0.2,0.2,0.3,0.5,27,70,47,0.00,0.08,0.08,0.00,0.08,0.02,0.02,0.04,0.02,0.04
Fabian Schnellhardt,de GER,MF,Darmstadt 98,De Bundesliga,29,10,2,235,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,15,9,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.11,0.08,0.11
Jan Schöppner,de GER,MF,Heidenheim,De Bundesliga,24,26,23,1998,22.2,2,2,4,2,0,0,3,0,1.1,1.1,1.5,2.6,16,72,32,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12,0.05,0.12
Marcel Schuhen,de GER,GK,Darmstadt 98,De Bundesliga,30,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Perr Schuurs,nl NED,DF,Torino,It Serie A,23,9,9,770,8.6,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,9,19,4,0.12,0.00,0.12,0.12,0.12,0.08,0.00,0.08,0.08,0.08
Marvin Schwäbe,de GER,GK,Köln,De Bundesliga,28,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexander Schwolow,de GER,GK,Union Berlin,De Bundesliga,31,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alex Scott,eng ENG,MF,Bournemouth,Eng Premier League,19,23,11,1014,11.3,1,1,2,1,0,0,3,0,0.7,0.7,1.7,2.4,24,50,35,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22
Simone Scuffet,it ITA,GK,Cagliari,It Serie A,27,31,31,2789,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,Fr Ligue 1,20,14,2,399,4.4,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,13,6,39,0.45,0.00,0.45,0.45,0.45,0.21,0.01,0.22,0.21,0.22
Manuel Sebastián,es ESP,MF,Sevilla,Es La Liga,19,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.10,0.02,0.10
Demba Seck,sn SEN,MF,Torino,It Serie A,22,9,5,425,4.7,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,23,12,25,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10
Demba Seck,sn SEN,"FW,MF",Frosinone,It Serie A,22,11,3,298,3.3,0,0,0,0,0,0,0,0,1.1,1.1,0.3,1.4,11,9,23,0.00,0.00,0.00,0.00,0.00,0.34,0.10,0.44,0.34,0.44
Aleksandar Sedlar,rs SRB,DF,Alavés,Es La Liga,31,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6,26,1,0.10,0.00,0.10,0.10,0.10,0.03,0.01,0.03,0.03,0.03
Player,Nation,POS,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Alidu Seidu,gh GHA,DF,Rennes,Fr Ligue 1,23,11,7,593,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14,23,24,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Alidu Seidu,gh GHA,DF,Clermont Foot,Fr Ligue 1,23,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16,33,3,0.00,0.08,0.08,0.00,0.08,0.01,0.05,0.06,0.01,0.06
Nicolas Seiwald,at AUT,MF,RB Leipzig,De Bundesliga,22,21,6,718,8.0,0,2,2,0,0,0,1,0,0.0,0.0,0.3,0.3,3,33,4,0.00,0.25,0.25,0.00,0.25,0.00,0.04,0.04,0.00,0.04
Nikola Sekulov,it ITA,FW,Juventus,It Serie A,21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Davie Selke,de GER,FW,Köln,De Bundesliga,28,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9,17,46,0.43,0.00,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37
Matz Sels,be BEL,GK,Nott'ham Forest,Eng Premier League,31,16,16,1440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matz Sels,be BEL,GK,Strasbourg,Fr Ligue 1,31,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Nélson Semedo,pt POR,"DF,MF",Wolves,Eng Premier League,29,36,36,3084,34.3,0,1,1,0,0,0,10,1,1.3,1.3,1.7,3.0,103,138,150,0.00,0.03,0.03,0.00,0.03,0.04,0.05,0.09,0.04,0.09
Vivaldo Semedo,pt POR,FW,Udinese,It Serie A,18,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Antoine Semenyo,gh GHA,FW,Bournemouth,Eng Premier League,23,33,25,2105,23.4,8,2,10,8,0,0,6,0,4.6,4.6,3.2,7.8,89,64,188,0.34,0.09,0.43,0.34,0.43,0.20,0.14,0.34,0.20,0.34
